Date,Open,High,Low,Close,Adj Close,Volume
2019-07-23,13.420000,13.520000,12.550000,12.610000,12.610000,0
2019-07-24,12.800000,13.100000,11.980000,12.070000,12.070000,0
2019-07-25,12.240000,13.540000,11.690000,12.740000,12.740000,0
2019-07-26,12.580000,12.720000,12.010000,12.160000,12.160000,0
2019-07-29,12.150000,13.170000,12.150000,12.830000,12.830000,0
2019-07-30,12.870000,14.180000,12.870000,13.940000,13.940000,0
2019-07-31,13.830000,16.549999,13.460000,16.120001,16.120001,0
2019-08-01,15.410000,19.459999,13.730000,17.870001,17.870001,0
2019-08-02,17.690001,20.110001,17.040001,17.610001,17.610001,0
2019-08-05,19.959999,24.809999,19.910000,24.590000,24.590000,0
2019-08-06,22.290001,22.870001,19.770000,20.170000,20.170000,0
2019-08-07,20.700001,23.670000,18.940001,19.490000,19.490000,0
2019-08-08,19.360001,19.889999,16.820000,16.910000,16.910000,0
2019-08-09,18.139999,19.440001,17.309999,17.969999,17.969999,0
2019-08-12,17.870001,21.260000,17.770000,21.090000,21.090000,0
2019-08-13,21.280001,21.639999,17.520000,17.520000,17.520000,0
2019-08-14,17.809999,22.709999,17.750000,22.100000,22.100000,0
2019-08-15,21.580000,24.100000,20.780001,21.180000,21.180000,0
2019-08-16,20.480000,20.500000,18.410000,18.469999,18.469999,0
2019-08-19,17.930000,18.219999,16.520000,16.879999,16.879999,0
2019-08-20,16.780001,17.700001,16.450001,17.500000,17.500000,0
2019-08-21,17.010000,17.040001,15.510000,15.800000,15.800000,0
2019-08-22,16.120001,17.680000,15.630000,16.680000,16.680000,0
2019-08-23,16.150000,21.070000,16.040001,19.870001,19.870001,0
2019-08-26,20.340000,21.330000,19.059999,19.320000,19.320000,0
2019-08-27,20.180000,21.040001,18.490000,20.309999,20.309999,0
2019-08-28,20.549999,21.639999,19.100000,19.350000,19.350000,0
2019-08-29,19.020000,19.200001,17.600000,17.879999,17.879999,0
2019-08-30,17.940001,19.180000,17.090000,18.980000,18.980000,0
2019-09-03,20.959999,21.150000,19.410000,19.660000,19.660000,0
2019-09-04,18.230000,18.830000,17.260000,17.330000,17.330000,0
2019-09-05,16.920000,17.049999,15.450000,16.270000,16.270000,0
2019-09-06,15.920000,16.059999,14.910000,15.000000,15.000000,0
2019-09-09,15.260000,16.129999,14.950000,15.270000,15.270000,0
2019-09-10,15.530000,16.520000,15.110000,15.200000,15.200000,0
2019-09-11,15.330000,15.520000,14.550000,14.610000,14.610000,0
2019-09-12,14.690000,14.940000,13.850000,14.220000,14.220000,0
2019-09-13,14.160000,14.310000,13.510000,13.740000,13.740000,0
2019-09-16,14.890000,15.290000,14.500000,14.670000,14.670000,0
2019-09-17,14.920000,15.030000,14.400000,14.440000,14.440000,0
2019-09-18,14.610000,15.800000,13.800000,13.950000,13.950000,0
2019-09-19,14.660000,14.660000,13.310000,14.050000,14.050000,0
2019-09-20,13.940000,15.840000,13.350000,15.320000,15.320000,0
2019-09-23,15.350000,16.000000,14.710000,14.910000,14.910000,0
2019-09-24,14.770000,17.620001,14.330000,17.049999,17.049999,0
2019-09-25,17.049999,18.450001,15.690000,15.960000,15.960000,0
2019-09-26,16.230000,17.090000,15.350000,16.070000,16.070000,0
2019-09-27,15.770000,18.690001,15.150000,17.219999,17.219999,0
2019-09-30,17.230000,17.350000,16.200001,16.240000,16.240000,0
2019-10-01,16.020000,18.620001,15.790000,18.559999,18.559999,0
2019-10-02,18.750000,21.459999,18.750000,20.559999,20.559999,0
2019-10-03,20.110001,21.440001,19.030001,19.120001,19.120001,0
2019-10-04,19.420000,19.969999,16.969999,17.040001,17.040001,0
2019-10-07,18.270000,18.520000,16.440001,17.860001,17.860001,0
2019-10-08,17.610001,20.379999,17.420000,20.280001,20.280001,0
2019-10-09,19.940001,20.000000,17.770000,18.639999,18.639999,0
2019-10-10,19.280001,19.799999,17.559999,17.570000,17.570000,0
2019-10-11,17.350000,17.440001,15.110000,15.580000,15.580000,0
2019-10-14,15.660000,16.500000,14.510000,14.570000,14.570000,0
2019-10-15,13.940000,14.430000,13.390000,13.540000,13.540000,0
2019-10-16,13.940000,14.260000,13.600000,13.680000,13.680000,0
2019-10-17,13.790000,14.180000,13.310000,13.790000,13.790000,0
2019-10-18,14.200000,15.160000,13.780000,14.250000,14.250000,0
2019-10-21,14.240000,14.630000,14.000000,14.000000,14.000000,0
2019-10-22,13.990000,14.610000,13.700000,14.460000,14.460000,0
2019-10-23,14.830000,15.120000,14.010000,14.010000,14.010000,0
2019-10-24,13.980000,14.340000,13.400000,13.710000,13.710000,0
2019-10-25,13.530000,13.790000,12.620000,12.650000,12.650000,0
2019-10-28,13.010000,13.140000,12.660000,13.110000,13.110000,0
2019-10-29,13.160000,13.520000,13.070000,13.200000,13.200000,0
2019-10-30,13.080000,13.370000,12.270000,12.330000,12.330000,0
2019-10-31,13.510000,13.950000,13.180000,13.220000,13.220000,0
2019-11-01,12.500000,12.600000,12.260000,12.300000,12.300000,0
2019-11-04,12.680000,13.130000,12.440000,12.830000,12.830000,0
2019-11-05,12.850000,13.280000,12.250000,13.100000,13.100000,0
2019-11-06,13.180000,13.390000,12.600000,12.620000,12.620000,0
2019-11-07,12.590000,12.890000,12.260000,12.730000,12.730000,0
2019-11-08,12.980000,13.050000,12.000000,12.070000,12.070000,0
2019-11-11,13.150000,13.490000,12.660000,12.690000,12.690000,0
2019-11-12,12.640000,13.100000,12.360000,12.680000,12.680000,0
2019-11-13,12.910000,13.900000,12.880000,13.000000,13.000000,0
2019-11-14,13.160000,13.810000,12.930000,13.050000,13.050000,0
2019-11-15,12.950000,12.970000,11.920000,12.050000,12.050000,0
2019-11-18,12.390000,13.100000,12.320000,12.460000,12.460000,0
2019-11-19,12.330000,13.010000,12.160000,12.860000,12.860000,0
2019-11-20,13.420000,14.170000,12.610000,12.780000,12.780000,0
2019-11-21,13.350000,13.860000,12.490000,13.130000,13.130000,0
2019-11-22,12.820000,13.250000,12.330000,12.340000,12.340000,0
2019-11-25,12.510000,12.590000,11.730000,11.870000,11.870000,0
2019-11-26,11.880000,12.040000,11.420000,11.540000,11.540000,0
2019-11-27,11.550000,11.790000,11.440000,11.750000,11.750000,0
2019-11-29,12.500000,12.830000,12.120000,12.620000,12.620000,0
2019-12-02,12.690000,15.270000,12.550000,14.910000,14.910000,0
2019-12-03,14.680000,17.990000,14.610000,15.960000,15.960000,0
2019-12-04,16.379999,16.400000,14.120000,14.800000,14.800000,0
2019-12-05,14.460000,15.370000,14.170000,14.520000,14.520000,0
2019-12-06,14.370000,14.470000,13.190000,13.620000,13.620000,0
2019-12-09,14.250000,16.070000,12.250000,15.860000,15.860000,0
2019-12-10,15.800000,16.900000,14.930000,15.680000,15.680000,0
2019-12-11,15.570000,15.970000,14.980000,14.990000,14.990000,0
2019-12-12,14.940000,15.550000,13.600000,13.940000,13.940000,0
2019-12-13,13.180000,14.350000,12.540000,12.630000,12.630000,0
2019-12-16,12.470000,12.530000,11.710000,12.140000,12.140000,0
2019-12-17,12.230000,12.470000,11.900000,12.290000,12.290000,0
2019-12-18,12.240000,12.700000,11.930000,12.580000,12.580000,0
2019-12-19,12.550000,12.780000,12.430000,12.500000,12.500000,0
2019-12-20,12.550000,12.610000,12.040000,12.510000,12.510000,0
2019-12-23,12.810000,12.900000,12.410000,12.610000,12.610000,0
2019-12-24,12.650000,12.840000,12.560000,12.670000,12.670000,0
2019-12-26,12.740000,12.750000,11.720000,12.650000,12.650000,0
2019-12-27,12.610000,13.720000,11.890000,13.430000,13.430000,0
2019-12-30,13.740000,15.140000,13.440000,14.820000,14.820000,0
2019-12-31,14.840000,15.390000,13.750000,13.780000,13.780000,0
2020-01-02,13.460000,13.720000,12.420000,12.470000,12.470000,0
2020-01-03,15.010000,16.200001,13.130000,14.020000,14.020000,0
2020-01-06,15.450000,16.389999,13.540000,13.850000,13.850000,0
2020-01-07,13.840000,14.460000,13.390000,13.790000,13.790000,0
2020-01-08,15.160000,15.240000,12.830000,13.450000,13.450000,0
2020-01-09,12.950000,13.240000,12.530000,12.540000,12.540000,0
2020-01-10,12.420000,12.870000,12.090000,12.560000,12.560000,0
2020-01-13,12.840000,13.090000,12.320000,12.320000,12.320000,0
2020-01-14,12.720000,13.820000,12.050000,12.390000,12.390000,0
2020-01-15,12.790000,12.830000,11.950000,12.420000,12.420000,0
2020-01-16,12.200000,12.420000,11.780000,12.320000,12.320000,0
2020-01-17,12.210000,12.480000,11.750000,12.100000,12.100000,0
2020-01-21,13.230000,13.330000,12.320000,12.850000,12.850000,0
2020-01-22,12.450000,13.010000,12.310000,12.910000,12.910000,0
2020-01-23,13.260000,14.150000,12.940000,12.980000,12.980000,0
2020-01-24,12.750000,15.980000,12.620000,14.560000,14.560000,0
2020-01-27,17.420000,19.020000,16.820000,18.230000,18.230000,0
2020-01-28,16.940001,18.030001,15.690000,16.280001,16.280001,0
2020-01-29,15.680000,16.650000,14.940000,16.389999,16.389999,0
2020-01-30,17.820000,18.389999,15.300000,15.490000,15.490000,0
2020-01-31,16.250000,19.990000,16.180000,18.840000,18.840000,0
2020-02-03,18.639999,18.879999,17.100000,17.969999,17.969999,0
2020-02-04,16.450001,16.459999,15.630000,16.049999,16.049999,0
2020-02-05,16.290001,16.320000,15.020000,15.150000,15.150000,0
2020-02-06,15.130000,15.660000,14.700000,14.960000,14.960000,0
2020-02-07,15.070000,16.160000,14.810000,15.470000,15.470000,0
2020-02-10,15.880000,16.430000,15.010000,15.040000,15.040000,0
2020-02-11,14.910000,15.270000,14.380000,15.180000,15.180000,0
2020-02-12,14.860000,14.880000,13.730000,13.740000,13.740000,0
2020-02-13,14.430000,15.440000,14.000000,14.150000,14.150000,0
2020-02-14,14.120000,14.540000,13.380000,13.680000,13.680000,0
2020-02-18,14.980000,15.490000,14.530000,14.830000,14.830000,0
2020-02-19,14.660000,14.740000,14.210000,14.380000,14.380000,0
2020-02-20,14.540000,17.209999,14.490000,15.560000,15.560000,0
2020-02-21,17.330000,18.209999,16.190001,17.080000,17.080000,0
2020-02-24,22.250000,26.350000,22.000000,25.030001,25.030001,0
2020-02-25,23.280001,30.250000,22.620001,27.850000,27.850000,0
2020-02-26,26.629999,29.570000,24.760000,27.559999,27.559999,0
2020-02-27,32.139999,39.310001,29.370001,39.160000,39.160000,0
2020-02-28,42.020000,49.480000,39.369999,40.110001,40.110001,0
2020-03-02,38.540001,40.410000,31.500000,33.419998,33.419998,0
2020-03-03,33.650002,41.060001,24.930000,36.820000,36.820000,0
2020-03-04,34.439999,35.580002,30.299999,31.990000,31.990000,0
2020-03-05,33.610001,42.840000,33.540001,39.619999,39.619999,0
2020-03-06,48.930000,54.389999,40.840000,41.939999,41.939999,0
2020-03-09,41.939999,62.119999,41.939999,54.459999,54.459999,0
2020-03-10,49.680000,55.660000,43.560001,47.299999,47.299999,0
2020-03-11,52.240002,55.820000,49.980000,53.900002,53.900002,0
2020-03-12,61.459999,76.830002,59.910000,75.470001,75.470001,0
2020-03-13,65.070000,77.570000,55.169998,57.830002,57.830002,0
2020-03-16,57.830002,83.559998,57.830002,82.690002,82.690002,0
2020-03-17,82.690002,84.830002,70.370003,75.910004,75.910004,0
2020-03-18,69.370003,85.470001,69.370003,76.449997,76.449997,0
2020-03-19,80.620003,84.260002,68.570000,72.000000,72.000000,0
2020-03-20,67.860001,69.510002,57.419998,66.040001,66.040001,0
2020-03-23,74.080002,76.739998,60.459999,61.590000,61.590000,0
2020-03-24,58.759998,61.880001,36.240002,61.669998,61.669998,0
2020-03-25,61.439999,68.860001,58.029999,63.950001,63.950001,0
2020-03-26,65.669998,67.059998,57.660000,61.000000,61.000000,0
2020-03-27,64.949997,69.099998,61.799999,65.540001,65.540001,0
2020-03-30,66.300003,67.690002,56.599998,57.080002,57.080002,0
2020-03-31,56.689999,58.750000,50.880001,53.540001,53.540001,0
2020-04-01,57.380001,60.590000,52.759998,57.060001,57.060001,0
2020-04-02,54.459999,57.240002,50.450001,50.910000,50.910000,0
2020-04-03,51.110001,52.290001,46.740002,46.799999,46.799999,0
2020-04-06,44.169998,45.730000,43.450001,45.240002,45.240002,0
2020-04-07,44.830002,47.509998,43.509998,46.700001,46.700001,0
2020-04-08,45.900002,47.279999,42.529999,43.349998,43.349998,0
2020-04-09,43.000000,45.730000,41.389999,41.669998,41.669998,0
2020-04-13,44.599998,45.040001,41.169998,41.169998,41.169998,0
2020-04-14,40.240002,40.570000,37.310001,37.759998,37.759998,0
2020-04-15,42.570000,43.230000,40.049999,40.840000,40.840000,0
2020-04-16,41.919998,43.020000,39.869999,40.110001,40.110001,0
2020-04-17,39.500000,40.259998,37.630001,38.150002,38.150002,0
2020-04-20,40.680000,43.080002,39.880001,42.849998,42.849998,0
